File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGuiWindow::~ImGuiWindow(),6,6,6,0,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"ImGuiWindow::GetID(const char* str, const char* str_end)",5,5,5,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGuiWindow::GetID(const void* ptr),5,5,5,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"ImGuiWindow::GetIDNoKeepAlive(const char* str, const char* str_end)",3,3,3,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,SetCurrentWindow(ImGuiWindow* window),5,5,4,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::GetParentWindow(),4,4,4,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"ImGui::SetActiveID(ImGuiID id, ImGuiWindow* window)",8,8,7,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::ClearActiveID(),2,2,2,0,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::SetHoveredID(ImGuiID id),4,4,4,0,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::KeepAliveID(ImGuiID id),4,4,3,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"ImGui::ItemSize(const ImVec2& size, float text_offset_y)",19,14,13,1,3,0,2,12,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"ImGui::ItemSize(const ImRect& bb, float text_offset_y)",2,2,2,0,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"ImGui::ItemAdd(const ImRect& bb, const ImGuiID* id)",22,17,11,7,2,0,3,47,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"ImGui::IsClippedEx(const ImRect& bb, const ImGuiID* id, bool clip_even_when_logged)",9,8,5,5,1,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"ImGui::IsHovered(const ImRect& bb, ImGuiID id, bool flatten_childs)",11,11,6,6,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"ImGui::FocusableItemRegister(ImGuiWindow* window, bool is_active, bool tab_stop)",24,16,10,8,5,0,3,42,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::FocusableItemUnregister(ImGuiWindow* window),3,3,3,0,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"ImGui::CalcItemSize(ImVec2 size, float default_x, float default_y)",10,10,7,4,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"ImGui::CalcWrapWidthForPos(const ImVec2& pos, float wrap_pos_x)",11,9,6,4,2,1,0,7,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::MemAlloc(size_t sz),3,3,3,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::MemFree(void* ptr),3,3,3,2,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::GetClipboardText(),2,2,2,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::SetClipboardText(const char* text),3,3,2,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::GetVersion(),2,2,2,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::GetCurrentContext(),2,2,2,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::SetCurrentContext(ImGuiContext* ctx),6,6,3,0,0,1,0,12,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"ImGui::CreateContext(void* (*malloc_fn)(size_t), void (*free_fn)(void*))",7,7,7,2,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::DestroyContext(ImGuiContext* ctx),6,6,5,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::GetIO(),2,2,2,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::GetStyle(),2,2,2,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::GetDrawData(),2,2,2,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::GetTime(),2,2,2,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::GetFrameCount(),2,2,2,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::NewFrame(),238,194,131,34,22,8,22,356,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::Shutdown(),61,53,41,8,6,1,2,56,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,FindWindowSettings(const char* name),10,10,7,4,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,AddWindowSettings(const char* name),9,9,9,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,LoadIniSettingsFromDisk(const char* ini_filename),42,37,24,7,5,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,SaveIniSettingsToDisk(const char* ini_filename),39,33,24,7,3,1,3,42,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,MarkIniSettingsDirty(),4,4,3,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"ChildWindowComparer(const void* lhs, const void* rhs)",10,10,7,7,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"AddWindowToSortedBuffer(ImVector<ImGuiWindow*>& out_sorted_windows, ImGuiWindow* window)",14,14,8,4,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"AddDrawListToRenderList(ImVector<ImDrawList*>& out_render_list, ImDrawList* draw_list)",30,17,13,3,4,1,9,192,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"AddWindowToRenderList(ImVector<ImDrawList*>& out_render_list, ImGuiWindow* window)",11,11,7,3,0,1,0,8,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"ImGui::PushClipRect(const ImVec2& clip_rect_min, const ImVec2& clip_rect_max, bool intersect_with_current_clip_rect)",4,4,4,0,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::PopClipRect(),4,4,4,0,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::EndFrame(),60,47,31,8,6,6,7,113,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::Render(),75,61,42,12,6,5,8,98,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"ImGui::FindRenderedTextEnd(const char* text, const char* text_end)",8,7,5,3,1,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"ImGui::LogText(const char* fmt, ...)",16,15,10,2,1,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"LogRenderedText(const ImVec2& ref_pos, const char* text, const char* text_end)",46,40,25,12,5,1,1,33,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"ImGui::RenderText(ImVec2 pos, const char* text, const char* text_end, bool hide_text_after_hash)",24,21,13,4,2,1,1,7,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"ImGui::RenderTextWrapped(ImVec2 pos, const char* text, const char* text_end, float wrap_width)",14,12,8,3,2,1,0,1,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"ImGui::RenderTextClipped(const ImVec2& pos_min, const ImVec2& pos_max, const char* text, const char* text_end, const ImVec2* text_size_if_known, const ImVec2& align, const ImRect* clip_rect)",36,27,20,6,5,1,4,49,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"ImGui::RenderFrame(ImVec2 p_min, ImVec2 p_max, ImU32 fill_col, bool border, float rounding)",9,8,6,1,1,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"ImGui::RenderFrameBorder(ImVec2 p_min, ImVec2 p_max, float rounding)",7,7,5,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"ImGui::RenderCollapseTriangle(ImVec2 p_min, bool is_open, float scale)",24,21,17,1,3,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::RenderBullet(ImVec2 pos),3,3,3,0,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"ImGui::RenderCheckMark(ImVec2 pos, ImU32 col)",18,16,16,0,2,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"ImGui::CalcTextSize(const char* text, const char* text_end, bool hide_text_after_double_hash, float wrap_width)",23,18,14,5,4,1,1,23,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"ImGui::CalcListClipping(int items_count, float items_height, int* out_items_display_start, int* out_items_display_end)",23,21,17,2,1,0,1,9,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"FindHoveredWindow(ImVec2 pos, bool excluding_childs)",18,16,10,7,1,0,1,15,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"ImGui::IsMouseHoveringRect(const ImVec2& r_min, const ImVec2& r_max, bool clip)",12,8,7,2,2,0,2,5,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::IsMouseHoveringWindow(),3,3,3,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::IsMouseHoveringAnyWindow(),3,3,3,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"IsKeyPressedMap(ImGuiKey key, bool repeat)",3,3,3,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::GetKeyIndex(ImGuiKey imgui_key),3,3,3,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::IsKeyDown(int user_key_index),4,4,4,2,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"ImGui::IsKeyPressed(int user_key_index, bool repeat)",15,14,10,7,1,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::IsKeyReleased(int user_key_index),7,7,6,4,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::IsMouseDown(int button),4,4,4,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"ImGui::IsMouseClicked(int button, bool repeat)",15,13,9,6,2,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::IsMouseReleased(int button),4,4,4,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::IsMouseDoubleClicked(int button),4,4,4,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"ImGui::IsMouseDragging(int button, float lock_threshold)",8,8,6,4,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::GetMousePos(),2,2,2,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::GetMousePosOnOpeningCurrentPopup(),5,5,4,3,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"ImGui::GetMouseDragDelta(int button, float lock_threshold)",9,9,6,5,0,1,0,12,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::ResetMouseDragDelta(int button),5,4,4,0,0,0,1,7,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::GetMouseCursor(),2,2,2,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::SetMouseCursor(ImGuiMouseCursor cursor_type),2,2,2,0,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::CaptureKeyboardFromApp(bool capture),2,2,2,0,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::CaptureMouseFromApp(bool capture),2,2,2,0,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::IsItemHovered(),3,3,3,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::IsItemHoveredRect(),3,3,3,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::IsItemActive(),8,8,6,3,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::IsItemClicked(int mouse_button),2,2,2,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::IsAnyItemHovered(),2,2,2,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::IsAnyItemActive(),2,2,2,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::IsItemVisible(),4,4,4,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::SetItemAllowOverlap(),6,6,4,2,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::GetItemRectMin(),3,3,3,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::GetItemRectMax(),3,3,3,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::GetItemRectSize(),3,3,3,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"ImGui::CalcItemRectClosestPoint(const ImVec2& pos, bool on_edge, float outward)",5,5,5,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,GetVisibleRect(),5,5,4,3,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,BeginTooltipEx(bool override_previous_tooltip),13,12,8,3,0,0,1,18,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"ImGui::SetTooltipV(const char* fmt, va_list args)",4,4,4,0,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"ImGui::SetTooltip(const char* fmt, ...)",5,5,5,0,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::BeginTooltip(),2,2,2,0,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::EndTooltip(),3,3,3,0,0,1,0,3,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,IsPopupOpen(ImGuiID id),3,3,3,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"ImGui::OpenPopupEx(const char* str_id, bool reopen_existing)",13,13,10,1,0,1,0,17,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::OpenPopup(const char* str_id),2,2,2,0,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,CloseInactivePopups(),28,24,14,9,2,1,2,44,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,GetFrontMostModalRootWindow(),7,7,4,5,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ClosePopupToLevel(int remaining),7,7,5,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ClosePopup(ImGuiID id),5,5,4,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::CloseCurrentPopup(),8,8,6,2,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ClearSetNextWindowData(),4,4,4,0,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"BeginPopupEx(const char* str_id, ImGuiWindowFlags extra_flags)",26,22,16,6,4,4,0,40,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::BeginPopup(const char* str_id),7,7,5,3,0,2,0,14,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"ImGui::BeginPopupModal(const char* name, bool* p_open, ImGuiWindowFlags extra_flags)",21,19,14,6,2,2,0,25,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::EndPopup(),7,7,6,1,0,1,0,3,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"ImGui::BeginPopupContextItem(const char* str_id, int mouse_button)",4,4,3,2,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"ImGui::BeginPopupContextWindow(bool also_over_items, const char* str_id, int mouse_button)",6,6,4,4,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"ImGui::BeginPopupContextVoid(const char* str_id, int mouse_button)",5,5,4,3,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"BeginChildEx(const char* name, ImGuiID id, const ImVec2& size_arg, bool border, ImGuiWindowFlags extra_flags)",34,29,19,8,5,1,0,12,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"ImGui::BeginChild(const char* str_id, const ImVec2& size_arg, bool border, ImGuiWindowFlags extra_flags)",3,3,3,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"ImGui::BeginChild(ImGuiID id, const ImVec2& size_arg, bool border, ImGuiWindowFlags extra_flags)",2,2,2,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::EndChild(),24,20,14,3,3,2,1,37,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"ImGui::BeginChildFrame(ImGuiID id, const ImVec2& size, ImGuiWindowFlags extra_flags)",7,7,7,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::EndChildFrame(),4,4,4,0,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"CheckStacksSize(ImGuiWindow* window, bool write)",11,10,10,0,0,6,1,59,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"FindBestPopupWindowPos(const ImVec2& base_pos, const ImVec2& size, int* last_dir, const ImRect& r_inner)",25,20,17,4,3,1,2,36,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::FindWindowByName(const char* name),8,7,5,4,0,0,1,16,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"CreateNewWindow(const char* name, ImVec2 size, ImGuiWindowFlags flags)",63,52,33,9,7,1,4,50,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"ApplySizeFullWithConstraint(ImGuiWindow* window, ImVec2 new_size)",22,21,16,3,0,0,1,11,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"ImGui::Begin(const char* name, bool* p_open, ImGuiWindowFlags flags)",2,2,2,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"ImGui::Begin(const char* name, bool* p_open, const ImVec2& size_on_first_use, float bg_alpha, ImGuiWindowFlags flags)",558,436,296,86,55,15,67,806,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::End(),19,13,10,3,3,3,3,39,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"Scrollbar(ImGuiWindow* window, bool horizontal)",96,72,53,10,12,1,12,127,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::FocusWindow(ImGuiWindow* window),29,19,11,8,5,1,5,55,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::PushItemWidth(float item_width),4,4,4,0,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"PushMultiItemsWidths(int components, float w_full)",11,11,9,2,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::PopItemWidth(),4,4,4,0,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::CalcItemWidth(),11,10,8,2,0,0,1,40,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,GetDefaultFont(),3,3,3,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,SetCurrentFont(ImFont* font),8,8,8,0,0,1,0,11,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::PushFont(ImFont* font),7,7,6,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::PopFont(),5,5,5,0,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::PushAllowKeyboardFocus(bool allow_keyboard_focus),4,4,4,0,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::PopAllowKeyboardFocus(),4,4,4,0,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::PushButtonRepeat(bool repeat),4,4,4,0,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::PopButtonRepeat(),4,4,4,0,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::PushTextWrapPos(float wrap_pos_x),4,4,4,0,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::PopTextWrapPos(),4,4,4,0,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"ImGui::PushStyleColor(ImGuiCol idx, const ImVec4& col)",7,7,7,0,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::PopStyleColor(int count),9,9,7,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,GetStyleVarInfo(ImGuiStyleVar idx),3,3,3,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"ImGui::PushStyleVar(ImGuiStyleVar idx, float val)",10,10,8,1,0,1,0,9,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"ImGui::PushStyleVar(ImGuiStyleVar idx, const ImVec2& val)",10,10,8,1,0,1,0,9,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::PopStyleVar(int count),12,12,10,2,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::GetStyleColName(ImGuiCol idx),50,49,47,2,0,0,1,12,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::IsWindowHovered(),3,3,3,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::IsWindowFocused(),3,3,3,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::IsRootWindowFocused(),3,3,3,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::IsRootWindowOrAnyChildFocused(),3,3,3,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::IsRootWindowOrAnyChildHovered(),3,3,3,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::GetWindowWidth(),3,3,3,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::GetWindowHeight(),3,3,3,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::GetWindowPos(),4,4,4,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"SetWindowScrollY(ImGuiWindow* window, float new_scroll_y)",4,4,4,0,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"SetWindowPos(ImGuiWindow* window, const ImVec2& pos, ImGuiSetCond cond)",13,10,9,1,1,2,2,56,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"ImGui::SetWindowPos(const ImVec2& pos, ImGuiSetCond cond)",3,3,3,0,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"ImGui::SetWindowPos(const char* name, const ImVec2& pos, ImGuiSetCond cond)",3,3,2,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,ImGui::GetWindowSize(),3,3,3,1,0,0,0,0,
D:\Dev\Projects\_2017\locust\src\engine\runtime\ImGui\imgui.cpp,"SetWindowSize(ImGuiWindow* window, const ImVec2& size, ImGuiSetCond cond)",27,24,15,3,1,0,2,15,
