Word,Count
orthographic,3
stacks,3
lots,3
frees,3
black,3
2015,3
filters,3
reading,3
colocated,3
ImGui::,3
OpenGL,3
navigation,3
parametric,3
rights,3
hiding,3
output:,3
become,3
\center,\,3
optimize:,3
io.Fonts->GetTexDataAsRGBA32(),3
\matrixRotation,\,3
io.MouseDrawCursor,3
Button,3
'void,3
running,3
resources,3
list),3
reach,3
consider,3
\screen,\,3
average,3
release>,3
\Hue,\,3
FONT,3
practice,3
Can't,3
Creates,3
button:,3
\(0.0f,0.0f)\,3
\checkbox,\,2
Cmd+Arrows,2
newly,2
obtaining,2
\place,\,2
examples:,2
Fractional,2
lines/borders,2
described,2
Invalidate,2
shared,2
%f,2
\toupper,\,2
\&numComponents,\,2
\info,\,2
affects,2
CursorPos,2
continue,2
Selected,2
brute,2
subdivision,2
PROGRAMMER,2
\io.Fonts->LoadFromFileTTF("\myfontfile.ttf"\,\,2
Visual,2
popups/menus,2
Bake,2
leads,2
\([0-1],[0-1],[0-1]),\,2
1.08,2
io.MouseDraggingThreshold,2
declares,2
(every,2
\matrixScale,\,2
title-bar,2
'offset',2
\6.f,\,2
\packing,\,2
\hovered,\,2
SOURCE,2
Short,2
popups:,2
ADVISED,2
D3D11_BLEND_INV_SRC_ALPHA;,2
position),2
ease,2
io.RenderDrawListsFn,2
ListBox(),2
radio,2
struct,2
620,2
outofmem;,2
\rectangle,\,2
'y',2
Generally,2
unused-variable,2
Lines,2
\height,\,2
\DATA,\,2
'text_end',2
shows,2
\(1,1)\,2
STBTT_STATIC,2
GetStyle().ItemSpacing.y,2
picking,2
STRICT,2
not),2
WARRANTY,2
styling,2
except,2
Todo:,2
bogus,2
art,2
Notepad,2
ImGuiStorage,2
bail,2
transitioning,2
Match,2
ASKED,2
for:,2
Dam,2
Wrapping,2
imgui_draw.cpp,2
END,2
hereby,2
implicitly,2
1.f,2
IO.PixelCenterOffset,2
'src',2
#n,2
anti_aliased,2
\again,\,2
TIPS,2
attributes,2
NONINFRINGEMENT.IN,2
Which,2
\KIND,\,2
consideration,2
responsible,2
clamped,2
popups/tooltips,2
\&height,\,2
CHANGES,2
zero-ish,2
unfocus,2
commonly,2
150,2
TitleBgActive,2
code-points,2
io.MousePos,2
trigger,2
post,2
sizeof(ImDrawIdx),2
app-wide,2
displays,2
offset=0,2
\WARRANTIES,\,2
\buttons,\,2
convention,2
measurements,2
images),2
bottom-left,2
120,2
\buffering,\,2
children,2
zero-sized,2
(useful,2
sake,2
\called,\,2
ProggyClean.ttf,2
char*)pErrorBlob->GetBufferPointer(),2
'ColorEdit4(const,2
vertexes,2
ends,2
Bitmap,2
\Chinese,\,2
direction),2
\sqrtf,\,2
References,2
Hexadecimal,2
space),2
expanded,2
off-bounds),2
behavior),2
\"\OK"\\,2
'int',2
Upload,2
getting,2
(including,2
CTRL+C,2
user-side,2
Shadow,2
str[1],2
ColorPicker4(),2
increases,2
CFF,2
command-lists,2
quadratic,2
BufTextLen,2
32-bits,2
files(the,2
unknown,2
hinting,2
handled,2
overlapped,2
unmodified,2
STB_TRUETYPE_IMPLEMENTATION,2
toggles,2
indexable,2
\loops,\,2
BY,2
DEALINGS,2
GOODS,2
specification,2
bezier,2
quickly,2
'size',2
ImGuiWindowFlags_,2
Perform,2
stable,2
right-click,2
Close,2
(const,2
(FontSize,2
platform,2
\zero,\,2
\input,\,2
:(,2
shortcuts,2
Z=0,2
u32,2
Half-width,2
becomes,2
255,2
\flag,\,2
Unix-style,2
Double,2
Malformed,2
Character,2
cover,2
1.10,2
NULL);,2
codepoint-to-glyph,2
CONTROL,2
5,2
sometimes,2
\languages,\,2
basically,2
permitted,2
\happen,\,2
Menu,2
\Text(),\,2
Fast-forward,2
(vs,2
_CmdBuffer/_IdxBuffer,2
ImGuiWindow,2
faces,2
FindHoveredWindow(),2
limitation,2
uninterpreted,2
Lightweight,2
FramePadding,2
begin-ed,2
(requires,2
Guillemet,2
inverse,2
optionally,2
D3D11_COMPARISON_ALWAYS;,2
\(FAQ),\,2
functions:,2
ImGui::Begin(),2
Generators,2
imagine,2
2015/08/29,2
\Japanese,\,2
v[X]',2
sell,2
spacing_w,2
Storage,2
TEXTURE,2
Transfer,2
0.3,2
\ImGui_ImplXXXX_Init(),\,2
turned,2
1946,2
y),2
(off,2
userdata,2
f.x;,2
'x',2
\0.5f,\,2
blurry.,2
3:,2
upper-left,2
Wrap_width,2
BUSINESS,2
#endif,2
\pointer,\,2
intend,2
lock,2
submission,2
non-child,2
them),2
GetID(),2
uncommon,2
IsItemActive(),2
reorganize,2
Feedback,2
(clipper.Step()),2
Button(),2
chunks,2
140,2
ImGui::EndFrame(),2
Permission,2
CODE,2
covered,2
plus,2
deep,2
Fabian,2
lead,2
hue,2
Take,2
STBRP_ASSERT,2
determines,2
Access,2
portions,2
par_shapes_scale,2
io.Fonts->GetGlyphRangesJapanese());,2
\scrollbar,\,2
raw,2
selecting,2
disappearing,2
Gets,2
parsed,2
failure,2
descent,2
processed,2
OpenPopup,2
PopStyleColor(),2
Ideographs,2
commented,2
paste:,2
ImGuiTreeNodeFlags_,2
(via,2
(higher,2
sorry,2
sync,2
docs,2
forgot,2
vanilla,2
edges;,2
INTERRUPTION),2
(each,2
conflicts,2
desc,2
decoding,2
bother,2
(2015-08-01),2
\you,\,2
'xx',2
Documentation,2
///////////////////,2
g_pDepthStencilState,2
signature,2
groups,2
ImColor,2
sight,2
uppercase,2
Shared,2
r,2
Framed,2
keyboard:,2
ascender,2
ID-stack,2
\pass,\,2
(stb,2
threads,2
reproduce,2
AUTHORS,2
BAKING,2
programatically,2
Decrease,2
Windows),2
colors),2
paid,2
higher,2
losing,2
HoveredId,2
\Ctrl,\,2
can:,2
ImGui-only,2
'items_count',2
2014/09/24,2
sequence,2
Resize,2
BeginTooltip(),2
SUBSTITUTE,2
cross,2
reasonable,2
introduce,2
FIRST,2
CTRL-clicking,2
\array,\,2
100,2
Given,2
2016/04/03,2
1.12,2
words,2
NEGLIGENCE,2
Requires,2
(#725),2
parsing,2
\top,\,2
UTF8,2
\confusing,\,2
phases;,2
(there,2
index),2
\...,\,2
patterns,2
releases,2
\"\Software"\),\,2
conditional,2
debugging,2
behaves,2
sounds,2
>0,2
press,2
declared,2
Or,2
(1.17),2
Empty,2
backend/engine,2
\Korean,\,2
1.04,2
\modifier,\,2
<>,2
1.9,2
Shortcuts,2
interpreted,2
addition,2
InputTextMultiline(),2
_display_,2
specified),2
\free,\,2
Symbols,2
manipulating,2
casts,2
pErrorBlob,2
vs,2
powering,2
\DisplayEnd),\,2
Objects[i];,2
decorate,2
averaging,2
(same,2
\right,\,2
Refer,2
(int)(max.x-min.x),2
level),2
#200),2
Local,2
FNV1a,2
types),2
style.IndentSpacing,2
hsv,2
highly,2
\INCIDENTAL,\,2
permit,2
collision,2
union,2
(X,2
Black,2
newline,2
Members:,2
&height);,2
collections,2
A),2
GImGui,2
#337),2
Track,2
(enforce,2
Copyright(c),2
Point,2
\efficient,\,2
upgrade,2
(roughly,2
g_pPixelShader,2
SetFontScale(),2
(ImGui::GetIO().KeyCtrl),2
Since,2
\modification,\,2
Z,2
sanity,2
loads,2
\circles,\,2
Account,2
Although,2
invalidates,2
Covers,2
display_format,2
utf16,2
MouseDelta,2
power!=1.0,2
allocation,2
MISSION,2
skewed,2
ImGuiColorEditFlags_,2
utility,2
checking,2
tests,2
\(label,\,2
(by,2
click:,2
\SOFTWARE,\,2
1.09,2
tessellated,2
Give,2
\key/button,\,2
angles,2
specifying,2
(apart,2
pretty,2
(cast,2
ensure,2
Widget,2
stbtt_GetFontOFfsetForIndex,2
released,2
slider/scrollbar,2
Extensions,2
Minor,2
.ttf),2
\stbi_load_from_memory(buf,\,2
Testing,2
Path,2
WindowBg,2
ACTION,2
top-most,2
Manual,2
\stbtt_ScaleForMappingEmToPixels,\,2
filling,2
clicks,2
markers,2
pre-compute,2
\INCLUDING,\,2
blob,2
\bitmap,\,2
displayed),2
latch,2
fact,2
'ID3D11ShaderResourceView*',2
symmetric,2
poll,2
??,2
\layer,\,2
\results,\,2
Recycle,2
config;,2
Cancel,2
4.0f,2
fully,2
allocates,2
Shutdown(),2
animate,2
WE,2
We'll,2
\void*),\,2
imgui.cpp),2
GPU>,2
PROCUREMENT,2
Z...),2
\ImFontAtlas,\,2
\"\CL"\\,2
Line/Text,2
Implementation,2
Split,2
unnecessary,2
region),2
platformID,2
left&right,2
trivial,2
down/up,2
comments,2
bigger,2
Compress,2
works,2
(convenient,2
////,2
scrolled,2
HELPERS,2
internally,2
beginning-of-line,2
0.5f,2
weight,2
.Data,2
\format,\,2
T,2
stbtt_GetFontVMetrics,2
click>,2
\Punctuations,\,2
Gather,2
twice,2
finalize,2
style.ScrollbarWidth,2
persons,2
NULL),2
ascent,2
necessary,2
https://github.com/ocornut/imgui/releases,2
\declarations,\,2
2008,2
stb_textedit_discard_redo,2
g_pFontTextureView,2
destruction,2
\x+1,\,2
ratio,2
square),2
ourself,2
platforms,2
Declarations,2
ImGui::EndChild();,2
preprocessor,2
midpoint,2
accept,2
IsMouseClicked(),2
PushStyleVar(),2
good,2
[0..io.DisplaySize],2
enable,2
\cosf,\,2
-analyze,2
(allows,2
(w=0,2
\flags,\,2
variant,2
devices,2
Full,2
Header-file,2
\left,\,2
Resource,2
recording,2
near));,2
perfectly,2
(such,2
WindowPadding,2
converts,2
PopStyleVar(),2
Extend,2
culling,2
entries,2
[DataType],2
1+,2
Drag,2
Instead,2
S_OK),2
font's,2
LastItemId,2
new(),2
\purposes,\,2
indices/enums,2
InputCharacters[],2
\atlas,\,2
Parameters,2
STB_TEXTEDIT_K_WORDLEFT,2
non,2
endorse,2
Init:,2
DEMO,2
k,2
\negative,\,2
Message,2
isprint,2
2015/05/31,2
formed,2
\PushStyleColor(ImGuiCol_Text,\,2
feels,2
(1.44),2
\USE,\,2
widths,2
QUESTIONS,2
cheap,2
\forms,\,2
Sparse,2
BeginGroup()/EndGroup(),2
DAMAGE,2
1.39+,2
pixels;,2
Duration,2
\equal,\,2
SetScrollHere(),2
2015/07/02,2
transform,2
newer,2
big-endian,2
Both,2
Columns(),2
Needs,2
selects,2
ALT,2
Clipping,2
12,2
STBRP_SORT,2
\things,\,2
\DIRECT,\,2
use),2
(1.41),2
\&config,\,2
J,2
windows),2
operations,2
translationLineColor);,2
ImVec4&,2
direct,2
YOUR,2
designed,2
Type,2
(2-Simplex),2
key),2
CloseCurrentPopup(),2
g_pRasterizerState,2
////////////////////////////////////////////////////////////////////////,2
SUCH,2
Same,2
(ref,2
'#define,2
products,2
CollapsingHeader),2
\so,\,2
TexHeight,2
inputing,2
\clamped,\,2
(different,2
dclick>,2
kernel_width,2
KeyDown[],2
built,2
style.WindowPadding,2
Alternatively,2
'xxx',2
poke,2
glyphs),2
coding,2
multisampling,2
BL,2
Matthew,2
TLSF,2
holder,2
roughly,2
simulate,2
real-estate,2
PROFITS;,2
[PickerMode],2
pointer),2
preventing,2
upper-right,2
non-significant,2
selection),2
scheme,2
CAUSED,2
clipper.DisplayEnd;,2
Thai,2
io.Fonts->AddFontDefault();,2
cmd_lists,2
tolerance,2
STB_TEXTEDIT_K_PGDOWN,2
0.1,2
interpolate,2
ImGui_ImplXXXX_Shutdown(),2
key:,2
inch,2
(but,2
menu:,2
recycle,2
auto-resizing,2
rich,2
Manually,2
sum,2
1.11,2
transparent,2
Logging,2
(before,2
bits,2
programs,2
During,2
8-bit,2
Do,2
languageID,2
deleted,2
clip_rect,2
ID:,2
FLT_MAX,2
MyObject*,2
DATA,2
indicates,2
codebase,2
DLL),2
(that,2
intended,2
end-of-line,2
marker,2
\support,\,2
B),2
\buf_len,\,2
GetTexDataAsRGBA32(),2
\powf,\,2
well),2
Play,2
misleading,2
\(INCLUDING,\,2
causes,2
programmatic,2
cache,2
\IMPLIED,\,2
(1.31),2
buffering,2
below),2
uploaded,2
4;,2
DXGI_SWAP_CHAIN_DESC,2
theme,2
\bit,\,2
methods,2
stacked,2
AN,2
MemFree(),2
variables,2
hard,2
SetNextTreeNodeOpened(),2
w/,2
\g_pSwapChain->ResizeBuffers(0,\,2
preferred,2
fitting,2
space!),2
upload,2
(rare/advanced,2
loader,2
maintenance,2
Iterate,2
cell,2
STB_TEXTEDIT_UNDOSTATECOUNT,2
Sliders,2
menu-bar:,2
collection,2
suffix,2
selectable,2
clips,2
Private,2
Clicking,2
\malloc,\,2
\"\item"\\,2
White,2
(rounded,2
UINT,2
destinationPosOnScreen.y,2
human,2
variants,2
pointer/identifier,2
Neither,2
composed,2
ImGui::InputText(),2
release),2
Non,2
blend,2
Phonetic,2
extra_fonts/binary_to_compressed_c.cpp,2
against,2
weldmap,2
Base,2
Foley,2
skips,2
simplify,2
\character,\,2
\255.0f,\,2
passed-in,2
Microsoft,2
Execute,2
3;,2
Consider,2
These,2
(zero,2
\IS"\\,2
65536,2
io.WantCaptureMouse,2
SHIFT,2
culling),2
hackery,2
threshhold,2
Different,2
collide,2
deep-nested,2
wants,2
Remove,2
PUBLIC,2
Tabbing,2
ARRAY,2
codepoints;,2
alternate,2
native,2
CLEAR,2
open/close,2
CharFilter,2
buf,2
converting,2
Redistribution,2
#ifdef,2
smart,2
handle),2
\inclusive,\,2
Early,2
user-defined,2
Tools,2
messing,2
'after',2
\bytes,\,2
Release,2
_Channels[0],2
WAY,2
is_open,2
And,2
Extra,2
IO.FontGlobalScale,2
signedness,2
\interface,\,2
ID3D10Blob*,2
improvements,2
drawlist:,2
FramePadding.x*2),2
POSSIBILITY,2
Bit,2
stretching,2
1.07,2
Down),2
modules,2
is-key-event,2
polyhedron,2
Single,2
ColorPicker3(),2
avoiding,2
ImGui::Columns(1);,2
subtract),2
0x80,2
(follow,2
status,2
materials,2
2014/08/30,2
Apple,2
Vertices,2
f),2
TexWidth,2
library-wide,2
Preserve,2
0<n,2
predefine,2
BeginChild()/EndChild(),2
bullet,2
SHAPES,2
Show,2
4-bits,2
interact,2
D3D_FEATURE_LEVEL,2
\world"\\,2
e->x),2
this),2
top-to-bottom,2
SERVICES;,2
Wheel,2
translating,2
GT_DEVELOPMENT,2
*NOT*,2
GetIO().Fonts,2
(one,2
responsibility,2
2015/06/14,2
settings:,2
(2016-08-27),2
Even,2
BeginMenu(),2
hashes,2
\SPECIAL,\,2
report,2
listbox,2
inscribed,2
inconsistencies,2
sim,2
YOU,2
whom,2
\matrixTranslation,\,2
<Copy,2
\picker,\,2
Platform,2
BeginPopup,2
\any,\,2
efficient,2
VS2013,2
\ImVec2(0,\,2
c,2
scaling,2
send,2
blinking,2
welcomes,2
TV),2
remember,2
Unfortunately,2
improved,2
(1.34),2
\distribute,\,2
One,2
rounding_corners_flags:,2
overlay,2
baked,2
modification,2
Ryan,2
\up,\,2
lock_threshold,2
Mozeiko,2
needing,2
afterwards,2
complex,2
Key->value,2
latest,2
tip,2
%d,2
2015/02/27,2
overloaded,2
\"\header\,2
Title,2
X/Y,2
0>();,2
trumps,2
best-fit,2
+100,2
input?);,2
appended,2
usable,2
\layout,\,2
wrong-type,2
comparisons,2
'float*,2
STB_TEXTEDIT_K_LEFT,2
became:,2
conflicting,2
mismatch,2
framerate,2
power,2
touch-based,2
PopStyleColor();,2
assuming,2
unsafe,2
dependencies,2
breakage,2
flag),2
writing,2
pressable,2
Options,2
Axis,2
anchor,2
0>n,2
image/image,2
TODO-LIST,2
\Typically,\,2
oldest,2
Popups,2
affected,2
+=,2
mostly,2
ImVec2/ImVec4,2
Color*(),2
1-channel,2
prototype,2
text-editing,2
tearing,2
(default),2
example:,2
[0..GetScrollMaxY()],2
\de-indexed,\,2
SECTION,2
sequential,2
mean,2
RGBA32,2
differently,2
grab),2
cases:,2
(could,2
ordering,2
depends,2
DOESN'T,2
\convenience,\,2
formatted,2
\x2,\,2
Sat/Value,2
rgb,2
concepts,2
IMGUI_STB_NAMESPACE,2
1.1,2
assertion,2
hoverable,2
\ImGui,\,2
up&down,2
contour,2
switching,2
EndFrame(),2
maths,2
ImGuiSelectableFlags_,2
\y1,\,2
Flat,2
CONNECTION,2
(1.32),2
pipeline,2
minimal,2
benefit,2
true);,2
\no-op,\,2
optimized,2
ctrl+click,2
U,2
epsilon-sized,2
Opaque,2
beziers,2
(opaque),2
GetTextLineHeightWithSpacing(),2
follow,2
\"\Hello\,2
complete,2
END-USER,2
[0..GetScrollMaxX()],2
cut:,2
height;,2
safely,2
\dif.x,\,2
indent_w,2
fails,2
\problem,\,2
combo:,2
possibility,2
transition,2
2016,2
\inputs,\,2
wraps,2
shall,2
point),2
THEM,2
\(0.375f,0.375f)\,2
worked,2
platonic,2
AddText(),2
256,2
Cedric,2
issues),2
0.2,2
\calls,\,2
triggers,2
\outside,\,2
(INCLUDING,2
quite,2
subroutines,2
Release(),2
Scrolling,2
\"\target"\\,2
(rarely,2
main.cpp,2
(1.45),2
Queries,2
Types,2
Scrollbars,2
initially,2
On,2
things:,2
scissoring,2
Allocate,2
RenderDrawListFn,2
-Wcast-qual,2
\Software,\,2
License(MIT),2
subject,2
Conte,2
\double-click,\,2
(1.51),2
MERCHANTABILITY,2
\restriction,\,2
perfect,2
TextWrapped(),2
framing,2
WITHOUT,2
\OTHERWISE,\,2
(2016-01-16),2
\quality,\,2
'UserCallback',2
figure,2
met:,2
much),2
imgui_user.inl,2
special,2
\"\stb_rect_pack.h"\\,2
furnished,2
(y-y_top),2
g_pBlendState,2
problem,2
px,2
LOSS,2
'ttf_data',2
\CLAIM,\,2
\dif.y),\,2
\sizeof(T),\,2
PushStyleColor()/PopStyleColor(),2
word_wrap_eol,2
float:,2
compact,2
subtract,2
\"\ID"\\,2
double-clicked,2
imprecise,2
optimal,2
ImGuiTextEditCallback,2
'num_nodes',2
DirectX11,2
three-tuples,2
real,2
case:,2
retain,2
End(),2
\size_pixels,\,2
to:,2
3),2
\widgets,\,2
SetNextWindowPos(),2
\ImGui_ImplXXXX_NewFrame(),\,2
camera,2
\FROM,\,2
smooth,2
github.com/nothings/stb/,2
[-]/[+],2
nullptr;,2
scopes,2
CHARACTER,2
ImGui::Columns(3);,2
Linear,2
honoring,2
\charge,\,2
\granted,\,2
true)',2
STB_TEXTEDIT_POSITIONTYPE,2
sides,2
arg,2
focus:,2
welcome,2
ImGuiInputTextFlags_Callback*,2
upper,2
totally,2
\box,\,2
#1224),2
stability,2
Popup,2
threshold,2
(hit-testing,2
digits,2
HSVA,2
disregarding,2
f.y;,2
fix;,2
CONSEQUENTIAL,2
1.48+,2
feed,2
behaviors,2
among,2
around.,2
change-log,2
\INDIRECT,\,2
Fixed,2
ImGuiStyleVar_IndentSpacing,2
\MERCHANTABILITY,\,2
wrapping,2
\binding,\,2
Metrics,2
io.RenderDrawListsFn(),2
gfx::ResourceUsage::USAGE_DYNAMIC;,2
preceding,2
rename,2
quantize,2
measurement,2
static/globals,2
\v',\,2
STBTT_assert(),2
STATEMENT,2
canceled,2
Request,2
DISCLAIMED,2
steps,2
sections,2
restrictions,2
Divide,2
unreferenced,2
\sublicense,\,2
Might,2
(corresponding,2
Increase,2
intrusive,2
WM_KEYDOWN,2
widgets/lines,2
rid,2
near),2
0..1,2
outer,2
\open,\,2
leaf,2
lagging,2
identified,2
tty/file/clipboard,2
data_size==0,2
Render-level,2
\EXEMPLARY,\,2
&myvector.x,2
PrimReserve(),2
h=0),2
metrics,2
choosing,2
Inner,2
endCount,2
HOWEVER,2
pointed,2
ItemAdd(),2
ones,2
1.5,2
assert(numComponents,2
didn't,2
\four,\,2
IMPORTANT:,2
\file"\\,2
RGB/HSV/HEX,2
gray,2
\([0-1],[0-1],[0-1])\,2
unsure,2
LCIDs,2
produces,2
\merge,\,2
(8,2
left),2
seeking,2
column),2
\punctuations,\,2
atoi,2
clipper.DisplayStart;,2
\col,\,2
typedef,2
obj,2
Game,2
\selected,\,2
third,2
int',2
range),2
seeing,2
__declspec(,2
substantial,2
}',2
Decode,2
Password,2
aligning,2
ISSUES,2
Sample,2
Interactive,2
discontinuity,2
progress,2
adjusted,2
(1.42),2
non-visible,2
wouldn't,2
examples/README.txt,2
copying,2
undefined,2
attempting,2
reached,2
please,2
STB_TEXTEDIT_K_PGUP,2
AddFont***,2
\not,\,2
qsort,2
(pointed,2
forced,2
axis),2
grows,2
minus,2
CheckSize<padding,2
\side,\,2
sentinel,2
management,2
DrawList,2
'float,2
Disabled,2
locate,2
Square,2
\enabled,\,2
\coordinates,\,2
(said,2
//////////////////////////////////////////////////////////////////////////////////,2
\polygons),\,2
stbtt_Rasterize();,2
(window,2
clamping,2
measuring,2
IsRectClipped(),2
6.0f,2
stripped,2
drop,2
Consume,2
\expects,\,2
\time,\,2
expands,2
rescale,2
@,2
computing,2
owner,2
Studio,2
notes,2
ItemSpacing,2
2:,2
\DXGI_FORMAT_UNKNOWN,\,2
D3D11_BLEND_OP_ADD;,2
wasted,2
simplified,2
multiplied,2
greater,2
Others,2
SetNextTreeNode***,2
fit),2
Value(),2
(1.12),2
\void*,\,2
handling),2
cursor),2
removing,2
convenient),2
imgui_impl_*,2
\"\+-"\\,2
sd;,2
SO,2
\UI,\,2
STB_TEXTEDIT_UNDOCHARCOUNT,2
broken,2
opposite,2
\points,\,2
PackBegin,2
createDeviceFlags,2
Tessellation,2
right-clicking,2
imgui_user.h,2
outputting,2
declarations,2
immediate,2
thread,2
extract,2
Setting,2
applying,2
computes,2
finer,2
\development,\,2
\plot,\,2
ImWchar,2
\render,\,2
1:,2
value),2
\"\The\,2
OLD,2
short-lived,2
\IS"\,\,2
Uses,2
bias,2
instructions,2
labels/IDs,2
problematic,2
headers,2
\col[4],\,2
examples,2
\checkerboard,\,2
Moving,2
Latch,2
\floorf,\,2
entering,2
OTHERWISE),2
qualifiers,2
ON,2
scissor,2
David,2
fast,2
std::vector,2
decrease,2
v_max,2
FREQUENTLY,2
THEORY,2
//////////////////////////////////////////////////////////////////////,2
(SizeContentsExplicit,1
circles,1
'%p',1
oriented,1
ctrl-END,1
PathStroke(),1
\OOM,\,1
rotated,1
IMGUI_FONT_TEX_UV_FOR_WHITE,1
rc.right,1
https://github.com/ocornut/imgui/issues,1
g.Initialized,1
(VS2013),1
half-pixel,1
detects,1
RGB/HSV,1
IMGUI_INCLUDE_IMGUI_USER_CPP,1
\e.g,\,1
Indentation,1
images,1
unsort,1
KNOW,1
persistent,1
indentation,1
240,1
allowable,1
Kerning,1
PopFont(),1
branch,1
you've,1
\"\height"\\,1
Rolling,1
(fill,1
MyVec2(),1
power-of-two,1
http://www.upperbounds.net/download/ProggyClean.ttf.zip),1
:@@@MM@M,1
String,1
TreeNode/CollapsingHeader,1
D3D11_DEPTH_STENCIL_VIEW_DESC,1
\(ImGui::TreeNode("\Scrolling"\))\,1
in-slider,1
portion,1
\crc32,\,1
GetFontSize(),1
\region,\,1
(#249),1
Simon,1
Are,1
75%,1
Getting,1
c&p,1
(bigger),1
anything),1
(might,1
fonts.),1
\(SUCCEEDED(d3dDebug->QueryInterface(__uuidof(ID3D11InfoQueue),\,1
input/display,1
statically-sized,1
\"\Color/Picker\,1
ImGuiTreeNodeFlags_NoTreePushOnOpen),1
i+1,1
(step,1
\g_pd3dDevice->CreateBlendState(&desc,\,1
ImGuiInputTextFlags_EnterToApply,1
Pac�me,1
aabb,1
Drags,1
fine,1
VtxBuffer.Size,1
6.0+,1
architectures),1
\%f"\,\,1
Clang,1
\ImGui::BeginChild("\##header"\,\,1
ctrl-LEFT,1
poorer,1
ImGuiPopupRef,1
Binary,1
AddFont*,1
reports/fixes:,1
(override,1
unicode-encoded,1
InputFloat()/InputInt(),1
RenderDrawListsFn(),1
XOR,1
ImGui::Value(),1
viewport,1
'ProggyClean.ttf',1
2015/07/08,1
IM_MALLOC/IM_REALLOC/IM_FREE,1
\hWnd,\,1
ImGuiCol_\1:,1
0.02f),1
plots),1
matB,1
\hacky,\,1
GETTING,1
retina,1
IsWindowHovered(),1
Shift-TAB,1
EndGroup(),1
IsRectVisible(),1
transformed,1
cubemaps,1
____________|,1
\"\lose"\\,1
function;,1
pile,1
\STB_TEXTEDIT_GETCHAR(obj,i)\,1
config.GlyphOffset.y,1
(translated,1
S_OK;,1
versions,1
(main,1
divided,1
149.0f,1
errMsg,1
leading/trailing,1
\'isspace'),\,1
\"\active"\\,1
rounded-up,1
scenes,1
GL_UNSIGNED_SHORT,1
leak;,1
\wasted,\,1
rc.bottom,1
double-clicks,1
window->FontSize(),1
ImFontConfig::GlyphOffset,1
BGRA,1
moment),1
ImGui::IsItemFocused(),1
callss,1
\cmd_lists,\,1
Higor,1
Patron,1
desc.DepthEnable,1
controlled,1
WindowMinSize,1
(win_size_contents_v,1
dx,1
(max-min),1
insertions,1
misspelled,1
\%.0f"\\,1
sockets,1
Steal,1
GetStyle().FramePadding.y*2,1
CTRL+ALT,1
arabic,1
stbtt_GetBakedQuad,1
Extended-B,1
\"\caption"\\,1
defined(__APPLE__),1
\align,\,1
tint,1
function),1
thankfully,1
\"\vstem"\\,1
\IM_COL32(255,0,255,255));\,1
Gordon),1
stdout/,1
took,1
STBTT_PLATFORM_ID_UNICODE,1
\compiler,\,1
Box,1
nullptr);,1
fontdict,1
hexadecimal,1
move_id),1
spread,1
\(*1.1),\,1
72,1
clicking),1
\point"\\,1
MORE,1
combo),1
non-overflowing,1
Performs,1
\'glDrawElements(GL_TRIANGLES,\,1
elaborate,1
shadows,1
sinks,1
NewFrame()/Render(),1
\ImGuiCol_CheckHovered,\,1
\"\baked\,1
MSVC/Windows,1
Fonts->Fonts[0],1
0));,1
DC.TextWrapPos,1
ImageButton(),1
\built,\,1
Replace,1
Tell,1
privately,1
TextWrapPosStack.back(),1
(x0=y0=x1=y1=0),1
g_pd3dDevice->Release();,1
optimization/render:,1
'commands',1
[-Wtype-limits],1
STBTT_assert(e->y0,1
\contexts,\,1
small_height,1
sustain,1
\method,\,1
(#581),1
item.,1
\3..."\\,1
deferred,1
subtle,1
Usefull,1
io.Fonts->GetTextureData*(),1
Shift,1
OpenClipboard(),1
CloseWindowButton(),1
Selectable/MenuItem,1
K...),1
\"\World"\\,1
\first,\,1
linker,1
vhcurveto/hvcurveto,1
ImBitmapFont::RenderText(),1
Internals/Masks,1
style.TreeNodeSpacing,1
v,1
generates,1
\addition,\,1
IMGUI_USE_BGRA_PACKED_COLOR,1
sqrt(3,1
CONSTRUCTOR,1
SetWindowCollapsed(),1
sliding,1
'cur',1
'repeat',1
\rasterizer,\,1
scrollbars),1
BF,1
8bpp,1
Reapply,1
literally,1
routine,1
(treating,1
overlays,1
Version,1
cylinder,1
easiest,1
ItemSpacing.y),1
Negative:,1
signed/unsigned,1
loaded),1
m,1
\*lineGap"\\,1
21000,1
Delete,1
Delay,1
mouse_pos;,1
0(default),1
inconvenient,1
mid>n:,1
Baked,1
\AddLog("\cursor:\,1
\"\word\,1
end),1
Script,1
GetScrollY(),1
MyGameRender();,1
MESS,1
(culling,1
spec,1
(2014-05-25),1
16-bit),1
Giumo,1
CollapsingHeader(const,1
(#715),1
japanese/chinese/korean,1
call),1
identical,1
ColorButton(),1
operation,1
\left-to-right,\,1
\edited,\,1
'VtxBuffer',1
focus),1
default),1
'1',1
\commands,\,1
childs,1
verts,1
\ImGuiCol_FrameBgHovered,\,1
i++)',1
FULL,1
wchars,1
code/engine,1
WORDLEFT/WORDRIGHT,1
hoc,1
(#434),1
prepare,1
Logarithmic,1
\document,\,1
\"\flatness"\\,1
constructors,1
RAD),1
DisplaySize-WindowPadding,1
Methods,1
allocations;,1
Columns()),1
\(unnecessary,\,1
processes,1
2015/12/27,1
triple,1
dimensions,1
\supported,\,1
'KeyUp',1
\ImGuiSetCond_***,\,1
(Int,1
rock,1
possible),1
ImDrawList::ChannelsSplit(),1
3.),1
